,img_id,meme_text,response
610,3305.jpg,"à¤°à¤¾à¤¤ à¤•à¥€ à¤°à¥Œà¤¶à¤¨à¥€ à¤•à¤¾ à¤†à¤¨à¤‚à¤¦ à¤²à¥‡ | à¤®à¤¹à¤¾à¤•à¥_x0081_à¤®à¥_x008d_à¤­ à¤®à¥‡à¤²à¤¾ à¤¹à¤°à¤¿à¤¦à¥_x008d_à¤µà¤¾à¤° , à¥¨à¥¦à¥¨à¥§ â€¦.Isse kehte hai uper ki kamai.","target_group: individualattack_type: Mockingintervention: Mocking someone's personal identity is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their gender."
611,2742.jpg,aise hi rakh bas dekh tere ungliyon ke beech se vimal ki pichkari nikalta hu!,"target_group: individualattack_type: Mockingintervention: Mocking someone's appearance based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
612,2876.jpg,Feminist didi ne mujhse pucha Do men bleed? Maine kaha bhak randi mujhe bawaseer hai,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender and comparing them to others is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting equality and respect."
613,3180.jpg,We all have that one friend who loves aunties more then girls,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender preference is unfair and hurtful. We should strive to treat others with respect and kindness, promoting a culture of inclusivity and respect."
614,334.png,"when you realize that ""ginger"" is just the n-word, rearranged",target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values equality and respects all genders.
615,5885.jpg,Me: why are you replying so late? CRUSH: Tumhare tarah 40 log aur Hain.,"target_group: individualattack_type: Mockingintervention: Mocking someone's response to a question is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their individual circumstances."
616,5913.jpg,Random Uncle sending me to buy Rajnigandha for him without any money Say my name..,target_group: individualattack_type: Mockingintervention: Mocking someone's generosity is unfair and disrespectful. We should strive to create a society that values and respects individuals.
617,1843.jpg,Science failed to explain this!!,target_group: otherattack_type: Mockingintervention: Mocking someone's scientific reasoning is unfair and disrespectful. We should strive to create a society that values science and respects the scientific method.
618,3656.jpg,"Where are you?Pata nahi,par yaha har dusra ladka yuva neta hai Welcome to UTTAR PRADESH BHAIYA","target_group: individualattack_type: Mockingintervention: Mocking someone's identity based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
619,3966.jpg,FULL TANK KARNE KE BAAD GHAR JATA HUA MAI,target_group: individualattack_type: Mockingintervention: Mocking someone's ability to use a tool like a tanker is unfair and disrespectful. We should strive to create a society that values and respects individuals for their unique talents and abilities.
620,5968.jpg,"How satisfied with your network quality (coverage,reliability , speed)  in your area? On a scale of 5(Very Satisfied) to 1 ( Very dissatisfied) 1 Not Delievered Ironic",target_group: individualattack_type: Mockingintervention: Mocking someone's network quality is unfair and hurtful. We should strive to create a society that values and respects all individuals.
621,893.jpg,QUARTER FINAL !!!,target_group: individualattack_type: Mockingintervention: Mocking someone's achievements is unfair and disrespectful. We should strive to create a society that values and celebrates diversity.
622,4174.jpg,Relatives Career set karlo BC yaha baal set nahi ho rahe aur apko career ki baat karni hai,"target_group: individualattack_type: Mockingintervention: Mocking someone's career is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their career."
623,1218.png,when you die and go to heaven but now have to wait for your doggo to join you,"target_group: individualattack_type: Mockingintervention: Mocking someone's death and waiting for their doggo to join them is unfair and hurtful. We should strive to treat everyone with kindness and respect, recognizing their individuality and their individuality."
624,1412.png,"if you think it's okay for iran to have nukes, but not okay for law abiding americans to have guns you might be a dumbass",target_group: individualattack_type: Mockingintervention: Mocking individuals based on their beliefs is unfair and disrespectful. We should strive to promote a society that values respect and equality for all individuals.
625,2502.jpg,"Me,after reading the global Covid-19 data every day. Sabse aage honge hindustani",target_group: individualattack_type: Mockingintervention: Mocking someone's daily reading of global Covid-19 data is unfair and disrespectful. We should strive to promote a culture of understanding and compassion for all individuals.
626,748.png,when you introduce someone to a new meme you like that?,target_group: individualattack_type: Mockingintervention: Mocking someone's memes is unfair and disrespectful. We should strive to create a culture that values diversity and respects the uniqueness of each individual.
627,2.jpg,For Boyfriend For Bestfriend,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. Let's strive to create a society that values and respects all genders.
